,Zip,Population,Children,Age,Education,Income,Churn,Outage_sec_perweek,Email_Count,Contacted_Count,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Tenure,MonthlyCharge,Bandwidth_GB_Year,index,Education_Numeric,Income_Numeric,Age_Numeric,Contract_Numeric,InternetService_Numeric,Population_z,Age_z,Education_Numeric_z,Income_z,Outage_sec_perweek_z,Yearly_equip_failure_z,Tenure_z,MonthlyCharge_z,Bandwidth_GB_Year_z,Contract_Numeric_z,InternetService_Numeric_z
13,4228,0,5.0,53.0,No Schooling Completed,115114.57,0,6.568343833999999,14,1,0,0.0,Two Year,1,1,Fiber Optic,1.0,1,0,0,1.0,1,0,1,16.87922024,185.65929419999998,1948.694497,13,0,2.0,2.0,2,2,-0.676037828218263,-0.011526140688464024,-4.062056915676499,3.105818268165208,-0.695261956969417,-0.6258635316811727,-0.7059788675374504,0.2672999133506267,-0.6988620390261842,1.5566294762385011,0.9953167680298695
14,60162,8165,1.0,30.0,Associate's Degree,64256.81,1,12.63069124,10,3,0,0.0,Month-to-month,0,0,DSL,0.0,0,1,0,1.0,0,0,1,10.06019902,160.80554180000001,3382.4240000000004,14,14,2.0,4.0,0,1,-0.11028027539390788,-1.289122457963975,0.2898360730491265,1.0506798904049484,0.16763567383556552,-0.6258635316811727,-0.9767731773680997,-0.30624857606931716,-0.007112945669185894,-0.8356088459353134,-0.2937866745680705
15,54558,2093,1.0,39.0,Bachelor's Degree,89061.45,1,9.48221912,13,1,0,0.0,One year,0,0,None,1.0,1,0,0,0.0,1,1,1,13.87001293,176.3345094,1840.0144670000002,15,16,2.0,3.0,1,0,-0.531012652705541,-0.7891934642474708,0.9115350714385017,2.0530238318315317,-0.28050907127004693,-0.6258635316811727,-0.8254793340059788,0.052112437828578495,-0.7512982287406335,0.3605103151515938,-1.5828901171660106
16,95351,50079,1.0,63.0,"Some College, 1 or More Years, No Degree",31659.3,1,14.42916512,13,1,0,0.0,Month-to-month,1,0,DSL,1.0,0,1,1,0.0,0,1,1,15.78214958,195.8726039,2070.376729,16,13,1.0,2.0,0,1,2.793964925963106,0.5439505189965408,-0.02101342614556105,-0.266570295612364,0.42362543261789876,-0.6258635316811727,-0.749545309498186,0.5029918224087166,-0.6401525171201848,-0.8356088459353134,-0.2937866745680705
17,28371,7249,1.0,60.0,"9th Grade to 12th Grade, No Diploma",44142.81,1,10.21790303,16,3,0,0.0,Two Year,0,0,None,1.0,1,0,1,1.0,1,1,0,36.19603,203.06959730000003,882.0985933000001,17,9,2.0,2.0,2,0,-0.17375044298571551,0.3773075210910394,-1.2644114229243113,0.23788252515980474,-0.17579387426037782,-0.6258635316811727,0.06112274401746266,0.6690763888959617,-1.2134756727827065,1.5566294762385011,-1.5828901171660106
18,38060,9463,3.0,61.0,Regular High School Diploma,39262.14,0,11.10106846,11,1,0,1.0,Two Year,1,0,None,1.0,0,1,1,1.0,1,0,1,17.10995632,154.0171018,1833.0967,18,12,1.0,2.0,2,0,-0.020341107780189206,0.43285518705953985,-0.33186292534024864,0.04065692524775273,-0.05008656880282196,-0.6258635316811727,-0.6968159663642775,-0.46290498130162866,-0.754635928802111,1.5566294762385011,-1.5828901171660106
19,35172,3177,3.0,23.0,Associate's Degree,19494.75,1,11.08853215,10,1,0,0.0,Month-to-month,1,0,DSL,1.0,0,0,0,0.0,1,0,1,12.80615845,150.1107392,1954.080809,19,14,1.0,4.0,0,1,-0.4559016683501704,-1.6779561197434785,0.2898360730491265,-0.7581340914457543,-0.05187095222290282,-0.6258635316811727,-0.8677267079878779,-0.5530518666611434,-0.6962632388796143,-0.8356088459353134,-0.2937866745680705
20,60144,69,4.0,53.0,Nursery School to 8th Grade,39624.21,0,12.18669792,14,0,3,0.0,Month-to-month,0,0,Fiber Optic,1.0,1,1,1,0.0,0,1,1,20.45390977,185.096264,2330.319383,20,8,1.0,2.0,0,2,-0.6712567784760853,-0.011526140688464024,-1.575260922118999,0.055288005193775844,0.1044389023107172,4.0917007774733944,-0.5640221918057392,0.25430690064531786,-0.5147347902386088,-0.8356088459353134,0.9953167680298695
21,43215,14440,3.0,30.0,Regular High School Diploma,33186.785,0,6.520830557999999,18,1,0,0.0,Two Year,0,1,Fiber Optic,1.0,1,0,1,0.0,0,0,0,2.415991977,127.03177659999999,594.1054279,21,12,1.0,4.0,2,2,0.3245180888403638,-1.289122457963975,-0.33186292534024864,-0.20484533869422333,-0.7020248642306547,-0.6258635316811727,-1.2803369446050308,-1.0856436428876344,-1.3524272746306194,1.5566294762385011,0.9953167680298695
22,50562,381,1.0,52.0,"9th Grade to 12th Grade, No Diploma",27442.03,0,9.970974396,16,1,1,0.0,Month-to-month,0,0,Fiber Optic,1.0,0,0,0,1.0,0,0,1,6.652298992,125.56230179999999,713.0633088,22,9,1.0,2.0,0,2,-0.6496381187723256,-0.06707380665696451,-1.2644114229243113,-0.436988210722605,-0.2109410077033784,0.9466579047036832,-1.1121063734795074,-1.1195546209249259,-1.2950322038811792,-0.8356088459353134,0.9953167680298695
23,4694,2193,2.0,68.0,Bachelor's Degree,79699.62,0,7.490198816,9,0,0,0.0,One year,1,0,Fiber Optic,1.0,0,0,0,1.0,1,0,1,8.543717478,150.3295122,945.3802927999999,23,16,2.0,2.0,1,2,-0.524083595108182,0.8216888488390433,0.9115350714385017,1.6747166449033752,-0.5640476885284027,-0.6258635316811727,-1.0369951006160243,-0.5480032558253861,-1.1829433735145265,0.3605103151515938,0.9953167680298695
24,45176,9434,3.0,75.0,Regular High School Diploma,28520.32,1,14.54825704,15,1,0,0.0,Month-to-month,0,1,None,1.0,1,0,1,0.0,0,1,0,5.770390256000001,163.31240549999998,870.7639800000001,24,12,1.0,3.0,0,0,-0.02235053448342329,1.2105225106185467,-0.33186292534024864,-0.39341501439317345,0.44057664453859935,-0.6258635316811727,-1.147128389072933,-0.24839783928010398,-1.2189444229600732,-0.8356088459353134,-1.5828901171660106
25,32086,29568,1.0,77.0,GED or Alternative Credential,12558.83,1,11.37952059,12,1,0,0.0,Month-to-month,0,1,DSL,1.0,0,0,0,0.0,0,0,0,4.157658837,94.06699355,774.2937069,25,12,1.0,3.0,0,1,1.3727459221688199,1.3216178425555476,-0.33186292534024864,-1.0384113859446653,-0.010452468811819111,-0.6258635316811727,-1.211172549878508,-1.8463698792359007,-1.265489621209249,-0.8356088459353134,-0.2937866745680705
26,87325,3089,1.0,47.0,Bachelor's Degree,8762.23,1,16.1723942,15,0,1,0.0,Month-to-month,1,0,Fiber Optic,1.0,1,0,1,0.0,1,1,0,10.40566091,222.9597637,1506.446527,26,16,1.0,3.0,0,2,-0.4619992390358462,-0.3448121364994669,0.9115350714385017,-1.1918302224212345,0.6717518005646762,0.9466579047036832,-0.9630543295954948,1.128080514688706,-0.9122388521881805,-0.8356088459353134,0.9953167680298695
27,48133,5652,1.0,70.0,Master's Degree,43882.72,1,15.8467065,12,0,0,0.0,Month-to-month,1,0,None,1.0,0,1,1,0.0,1,0,1,1.3924215969999998,141.092117,419.0508708,27,18,2.0,3.0,0,0,-0.28440749281553734,0.9327841807760442,1.5332340698278768,0.22737240948283313,0.6253943212103623,-0.6258635316811727,-1.3209845721270337,-0.7611740470148507,-1.4368879981552127,-0.8356088459353134,-1.5828901171660106
28,5660,1716,3.0,53.0,Regular High School Diploma,33186.785,1,43.92705189,13,2,0,1.0,One year,0,0,DSL,1.0,0,0,1,0.0,1,1,0,36.19603,230.62376459999996,1259.415493,28,12,1.0,2.0,1,1,-0.5571351998475841,-0.011526140688464024,-0.33186292534024864,-0.20484533869422333,4.622272409265055,-0.6258635316811727,0.06112274401746266,1.304942184040014,-1.0314269510889686,0.3605103151515938,-0.2937866745680705
29,20902,52484,4.0,69.0,Bachelor's Degree,33186.785,1,12.35437248,18,1,0,0.0,Two Year,0,1,DSL,1.0,1,1,1,0.0,1,1,1,5.425864884,259.3879183,1745.1259559999999,29,16,1.0,3.0,2,1,2.960608761179588,0.8772365148075437,0.9115350714385017,-0.20484533869422333,0.12830523178353329,-0.6258635316811727,-1.1608100462081614,1.968730759646736,-0.7970802547901078,1.5566294762385011,-0.2937866745680705
30,13492,11268,9.0,45.0,No Schooling Completed,43383.54,0,7.472844182,14,0,0,0.0,Two Year,1,0,Fiber Optic,0.0,0,1,0,0.0,1,1,1,11.08287797,230.9648914,1795.465729,30,0,2.0,3.0,2,2,0.10472838185213915,-0.4559074684364679,-4.062056915676499,0.20720077834118697,-0.566517898755429,-0.6258635316811727,-0.9361609499664106,1.3128143458645876,-0.7727922058522272,1.5566294762385011,0.9953167680298695
31,43556,1765,1.0,40.0,"9th Grade to 12th Grade, No Diploma",21793.88,0,4.776157747,13,2,0,0.0,Two Year,0,1,None,1.0,0,1,0,1.0,0,0,0,36.19603,147.8152871,492.4771472,31,9,1.0,3.0,2,0,-0.5537399616248782,-0.7336457982789704,-1.2644114229243113,-0.6652273197267492,-0.9503567288235312,-0.6258635316811727,0.06112274401746266,-0.6060238711819111,-1.4014611201967142,1.5566294762385011,-1.5828901171660106
32,98572,680,6.0,82.0,GED or Alternative Credential,51960.51,1,8.913416857,9,0,0,0.0,Month-to-month,1,1,Fiber Optic,1.0,0,1,0,0.0,1,1,1,4.727388465,230.2438882,1013.993166,32,12,2.0,3.0,0,2,-0.6289202365562224,1.59935617239805,-0.33186292534024864,0.5537921384777407,-0.3614707998330524,-0.6258635316811727,-1.1885476692062151,1.296175800120205,-1.1498388773530086,-0.8356088459353134,0.9953167680298695
33,49883,136,5.0,53.0,Regular High School Diploma,33186.785,1,11.99819427,8,1,1,0.0,Month-to-month,0,0,DSL,1.0,1,1,0,0.0,1,0,0,20.89923386,175.8247451,3382.4240000000004,33,12,1.0,2.0,0,1,-0.6666143098858549,-0.011526140688464024,-0.33186292534024864,-0.20484533869422333,0.07760781822897939,0.9466579047036832,-0.5463376553140765,0.040348638965545816,-0.007112945669185894,-0.8356088459353134,-0.2937866745680705
34,60921,1517,1.0,53.0,Bachelor's Degree,11211.59,1,5.312361826,15,1,0,0.0,One year,1,0,Fiber Optic,1.0,1,0,1,1.0,1,1,0,3.471329958,267.4362279,1081.8143619999998,34,16,1.0,2.0,1,2,-0.5709240244663283,-0.011526140688464024,0.9115350714385017,-1.0928527264215901,-0.8740349349027248,-0.6258635316811727,-1.238427774508187,2.1544610968276934,-1.1171163514196163,0.3605103151515938,0.9953167680298695
35,49224,14103,1.0,52.0,"9th Grade to 12th Grade, No Diploma",8283.29,1,13.92937482,11,0,1,0.0,Month-to-month,1,0,DSL,1.0,1,1,0,1.0,0,0,1,5.478588203999999,162.6090148,1209.961168,35,9,1.0,2.0,0,1,0.3011671647372643,-0.06707380665696451,-1.2644114229243113,-1.2111839645963618,0.35248667449551213,0.9466579047036832,-1.158716318297548,-0.2646299424637271,-1.0552877870484363,-0.8356088459353134,-0.2937866745680705
36,6447,6394,2.0,26.0,Regular High School Diploma,10114.81,1,44.72520233,16,1,1,0.0,Month-to-month,1,0,Fiber Optic,1.0,1,1,1,1.0,0,1,1,3.3129918089999997,258.40816540000003,897.5919144,36,12,1.0,4.0,0,2,-0.2329938854431342,-1.5113131218379772,-0.33186292534024864,-1.1371730950331826,4.735878918027703,0.9466579047036832,-1.2447156372959667,1.9461210632614205,-1.2060004197439793,-0.8356088459353134,0.9953167680298695
37,7848,5059,1.0,25.0,Bachelor's Degree,33186.785,0,8.15350077,9,2,0,0.0,One year,1,1,DSL,1.0,1,0,1,1.0,0,0,1,7.161561527000001,138.7077155,1340.9301560000001,37,16,1.0,4.0,1,1,-0.32549680436787565,-1.5668607878064775,0.9115350714385017,-0.20484533869422333,-0.4696351373690217,-0.6258635316811727,-1.0918827384094976,-0.8161987312752301,-0.9920975698440664,0.3605103151515938,-0.2937866745680705
38,20017,20450,1.0,66.0,"Some College, Less than 1 Year",25397.44,0,17.68357553,12,1,0,0.0,Two Year,1,0,Fiber Optic,1.0,1,1,0,1.0,0,1,0,9.847563363999999,185.80724809999998,1113.993679,38,12,1.0,2.0,2,2,0.7409544504416344,0.7105935169020423,-0.33186292534024864,-0.5196091396778884,0.8868491386161277,-0.6258635316811727,-0.9852172815663716,0.2707142362457398,-1.1015904008738406,1.5566294762385011,0.9953167680298695
39,18917,2123,1.0,72.0,Regular High School Diploma,50336.5,0,7.790281114,10,1,1,0.0,Two Year,1,0,Fiber Optic,1.0,0,1,1,0.0,0,0,0,16.04202196,147.29118789999998,1530.10769,39,12,2.0,3.0,2,2,-0.5289339354263333,1.0438795127130451,-0.33186292534024864,0.4881666512980764,-0.5213348107189857,0.9466579047036832,-0.7392253589487217,-0.6181184756355315,-0.9008227600879803,1.5566294762385011,0.9953167680298695
40,8738,1164,3.0,53.0,Regular High School Diploma,38211.37,0,38.90533531,12,1,0,0.0,Month-to-month,0,0,Fiber Optic,1.0,0,1,1,1.0,1,0,1,9.179779682000001,199.93412619999998,3382.4240000000004,40,12,1.0,2.0,0,2,-0.5953835977850053,-0.011526140688464024,-0.33186292534024864,-0.0018042007082300206,3.907495269445018,-0.6258635316811727,-1.0117360465693288,0.5967193184591886,-0.007112945669185894,-0.8356088459353134,0.9953167680298695
41,16682,23,3.0,53.0,"Some College, 1 or More Years, No Degree",52887.26,0,6.522328696000001,16,2,0,0.0,Month-to-month,1,0,DSL,1.0,1,0,0,1.0,0,0,1,36.19603,105.9429467,892.8964931,41,13,2.0,2.0,0,1,-0.6744441449708705,-0.011526140688464024,-0.02101342614556105,0.5912416740370992,-0.7018116234438366,-0.6258635316811727,0.06112274401746266,-1.5723092512880448,-1.20826587736371,-0.8356088459353134,-0.2937866745680705
42,73458,895,4.0,41.0,Master's Degree,12003.33,1,11.1979215,11,1,2,0.0,Two Year,1,0,Fiber Optic,1.0,1,0,0,1.0,1,1,0,3.924254455,253.7918326,1125.581944,42,18,1.0,3.0,2,2,-0.6140227627219007,-0.6780981323104698,1.5332340698278768,-1.060858882036625,-0.036300777069813606,2.519179341088539,-1.2204414136195039,1.8395902400083586,-1.0959992682434823,1.5566294762385011,0.9953167680298695
43,15748,6699,4.0,53.0,"Some College, Less than 1 Year",24090.62,0,8.561096928,13,0,0,0.0,Two Year,1,1,Fiber Optic,1.0,0,0,0,1.0,0,1,1,18.55959629,192.76227680000002,2016.7100309999998,43,12,1.0,2.0,2,2,-0.21186025977118952,-0.011526140688464024,-0.33186292534024864,-0.5724171267938105,-0.4116190364251339,-0.6258635316811727,-0.6392484295412912,0.4312149984870739,-0.6660457484495843,1.5566294762385011,0.9953167680298695
44,10035,35743,0.0,53.0,"Some College, 1 or More Years, No Degree",33186.785,1,13.89466275,6,0,0,0.0,Two Year,1,0,Fiber Optic,1.0,1,0,0,0.0,1,1,1,8.798394712,243.3707028,1412.736809,44,13,1.0,2.0,2,2,1.8006152288057327,-0.011526140688464024,-0.02101342614556105,-0.20484533869422333,0.34754585521259024,-0.6258635316811727,-1.026881457677308,1.5991024795026587,-0.9574521314919823,1.5566294762385011,0.9953167680298695
45,49881,320,2.0,44.0,Regular High School Diploma,33186.785,1,10.87564115,5,1,0,0.0,Month-to-month,1,1,None,1.0,1,1,1,0.0,1,1,1,10.377366,245.4671211,3382.4240000000004,45,12,1.0,3.0,0,0,-0.6538648439067145,-0.5114551344049684,-0.33186292534024864,-0.20484533869422333,-0.08217326372321214,-0.6258635316811727,-0.9641779660204259,1.6474813934712929,-0.007112945669185894,-0.8356088459353134,-1.5828901171660106
46,61606,7870,1.0,23.0,Associate's Degree,132116.33,1,12.60910718,11,1,0,0.0,Month-to-month,1,0,Fiber Optic,1.0,1,1,0,1.0,0,1,1,22.25746016,185.07194040000002,2384.885909,46,14,3.0,4.0,0,2,-0.13072099530611667,-1.6779561197434785,0.2898360730491265,3.7928514655665335,0.1645634589013439,-0.6258635316811727,-0.49240030248349875,0.2537455864496698,-0.48840740783547143,-0.8356088459353134,0.9953167680298695
47,98220,861,1.0,43.0,Regular High School Diploma,37358.13,1,9.315148629,11,1,0,0.0,Month-to-month,0,0,Fiber Optic,1.0,1,1,1,1.0,0,0,1,9.427146079,194.57131569999999,1213.940165,47,12,1.0,3.0,0,2,-0.6163786423050027,-0.5670028003734688,-0.33186292534024864,-0.03628323142920897,-0.3042894192452625,-0.6258635316811727,-1.0019127287367868,0.47296207601879087,-1.053367991465336,-0.8356088459353134,0.9953167680298695
48,37416,15364,1.0,86.0,"Some College, 1 or More Years, No Degree",26534.16,0,8.561161123,11,2,2,0.0,Two Year,1,0,None,1.0,0,0,0,0.0,1,0,0,7.760290062,105.6553743,740.010722,48,13,1.0,3.0,2,0,0.38854258103996014,1.821546836272052,-0.02101342614556105,-0.47367481428157426,-0.4116098990877793,2.519179341088539,-1.0681062644581172,-1.5789455415738876,-1.2820305542600956,1.5566294762385011,-1.5828901171660106
49,58341,2589,2.0,84.0,Bachelor's Degree,33186.785,0,12.37711977,14,0,1,0.0,Month-to-month,0,1,None,1.0,0,0,0,1.0,0,0,1,11.56938439,92.42950948,897.9716152999999,49,16,1.0,3.0,0,0,-0.4966445270226408,1.710451504335051,0.9115350714385017,-0.20484533869422333,0.13154301763341827,0.9466579047036832,-0.9168409968555915,-1.8841579966872408,-1.2058172207843623,-0.8356088459353134,-1.5828901171660106
50,35072,4901,2.0,53.0,"9th Grade to 12th Grade, No Diploma",33186.785,1,9.523347957,13,3,0,0.0,Month-to-month,1,0,DSL,1.0,0,0,1,1.0,0,1,0,3.343811019,185.545865,1026.387172,50,9,1.0,2.0,0,1,-0.33644471537170273,-0.011526140688464024,-1.2644114229243113,-0.20484533869422333,-0.2746549072592646,-0.6258635316811727,-1.2434917568544455,0.26468231479773763,-1.1438589889600992,-0.8356088459353134,-0.2937866745680705
51,27292,39649,5.0,68.0,Doctorate Degree,43820.85,1,8.546827521,12,1,0,0.0,Month-to-month,1,0,None,1.0,0,0,1,0.0,1,1,1,7.338869531,188.1878188,1234.244324,51,26,2.0,2.0,0,0,2.0712642185585715,0.8216888488390433,4.020030063385377,0.2248722716192695,-0.41365010404113767,-0.6258635316811727,-1.0848415521422066,0.32565051737415374,-1.0435715943414454,-0.8356088459353134,-1.5828901171660106
52,71286,456,1.0,59.0,"9th Grade to 12th Grade, No Diploma",38391.55,0,2.663660525,8,0,0,0.0,Month-to-month,0,0,Fiber Optic,1.0,0,0,1,0.0,1,0,1,5.486534225,148.41540580000003,727.3731845,52,9,1.0,2.0,0,2,-0.6444413255743063,0.32175985512253885,-1.2644114229243113,0.005476789113280879,-1.2510436947571868,-0.6258635316811727,-1.1584007690122216,-0.5921749694821552,-1.2881279422887286,-0.8356088459353134,0.9953167680298695
53,50551,94,0.0,31.0,Regular High School Diploma,44137.6,1,8.505759564,6,0,0,1.0,One year,0,0,Fiber Optic,1.0,0,0,0,0.0,1,0,1,1.55278221,167.3108222,452.87215039999995,53,12,2.0,4.0,1,2,-0.6695245140767456,-1.2335747919954747,-0.33186292534024864,0.2376719914880872,-0.4194956025624248,-0.6258635316811727,-1.3146163940380742,-0.1561266272132901,-1.4205698297346574,0.3605103151515938,0.9953167680298695
54,68858,315,0.0,51.0,"Some College, 1 or More Years, No Degree",33186.785,1,7.93962081,11,2,0,0.0,Month-to-month,1,0,Fiber Optic,1.0,1,0,1,0.0,0,0,1,12.07970325,158.9035122,1296.6745429999999,54,13,1.0,2.0,0,2,-0.6542112967865824,-0.122621472625465,-0.02101342614556105,-0.20484533869422333,-0.5000782146789771,-0.6258635316811727,-0.8965754134193716,-0.3501415941679457,-1.0134501193345042,-0.8356088459353134,0.9953167680298695
55,24801,4969,1.0,58.0,"Some College, 1 or More Years, No Degree",62359.91,0,12.13605498,11,1,1,0.0,One year,0,0,DSL,1.0,0,0,1,0.0,1,0,0,13.98666226,131.1822001,1840.628269,55,13,2.0,2.0,1,1,-0.3317329562054987,0.2662121891540384,-0.02101342614556105,0.9740270455141505,0.09723052739974655,0.9466579047036832,-0.8208470013308861,-0.989864579405935,-0.7510020801462772,0.3605103151515938,-0.2937866745680705
56,77511,46869,1.0,73.0,"9th Grade to 12th Grade, No Diploma",82634.86,1,9.531952076,11,0,1,0.0,Month-to-month,0,0,DSL,1.0,0,1,0,0.0,0,0,1,9.563362997,116.09523300000001,1324.330108,56,9,2.0,3.0,0,1,2.5715421770878852,1.0994271786815457,-1.2644114229243113,1.7933283252435441,-0.27343022094503006,0.9466579047036832,-0.9965033356425286,-1.338025575414465,-1.000106799011531,-0.8356088459353134,-0.2937866745680705
57,93117,58431,1.0,33.0,Bachelor's Degree,15690.25,0,11.31019855,11,0,1,0.0,Two Year,0,0,None,1.0,1,0,1,1.0,0,1,1,6.7329489460000005,142.3770231,958.1397059000001,57,16,1.0,4.0,2,0,3.3726798164945224,-1.1224794600584738,0.9115350714385017,-0.911872163240283,-0.02031957474826958,0.9466579047036832,-1.108903633976769,-0.7315223493218507,-1.1767871826673522,1.5566294762385011,-1.5828901171660106
